vow,aspect,seed,outcome,hp,maxHp,gold,goldEarned,deck,nFights
0,duskblade,4128,loss,0,70,512,683,27,17
0,duskblade,4129,loss,0,54,424,944,39,21
0,duskblade,4130,loss,0,54,3,521,34,19
0,duskblade,4131,win,42,70,437,1212,39,26
0,duskblade,4132,loss,0,64,106,256,22,9
0,duskblade,4133,win,51,62,546,899,41,26
0,duskblade,4134,win,49,70,81,866,42,28
0,duskblade,4135,win,54,54,156,1198,52,30
0,duskblade,4136,loss,0,64,151,183,17,7
0,duskblade,4137,win,44,64,101,970,45,26
0,duskblade,4138,loss,0,54,127,893,42,25
0,duskblade,4139,win,57,62,28,774,40,22
0,duskblade,4140,win,41,70,87,864,42,24
0,duskblade,4141,loss,0,62,23,798,41,25
0,duskblade,4142,win,32,62,45,1053,45,24
0,duskblade,4143,win,53,70,134,836,45,26
0,duskblade,4144,win,39,72,109,1084,45,25
0,duskblade,4145,loss,0,72,9,571,35,19
0,duskblade,4146,loss,0,62,174,893,46,29
0,duskblade,4147,win,44,62,226,985,43,28
0,duskblade,4148,loss,0,62,468,775,39,24
0,duskblade,4149,win,59,62,1173,1154,35,24
0,duskblade,4150,win,34,62,81,867,42,22
0,duskblade,4151,win,14,62,133,1098,45,27
0,duskblade,4152,win,52,54,126,1095,42,26
0,duskblade,4153,loss,0,54,140,476,28,14
0,duskblade,4154,loss,0,62,435,621,31,16
0,duskblade,4155,loss,0,54,633,534,25,16
0,duskblade,4156,win,45,72,32,965,43,24
0,duskblade,4157,win,54,62,572,1182,41,26
0,duskblade,4158,loss,0,70,358,451,26,14
0,duskblade,4159,win,46,62,39,817,43,26
0,duskblade,4160,loss,0,70,612,513,28,18
0,duskblade,4161,win,36,62,682,812,35,22
0,duskblade,4162,win,72,72,105,792,42,23
0,duskblade,4163,win,47,62,10,983,49,31
0,duskblade,4164,win,62,62,155,835,43,23
0,duskblade,4165,loss,0,62,35,856,45,24
0,duskblade,4166,loss,0,70,707,1117,39,27
0,duskblade,4167,loss,0,64,130,764,41,22
0,duskblade,4168,win,70,70,219,1093,42,24
0,duskblade,4169,loss,0,62,68,391,33,17
0,duskblade,4170,loss,0,62,385,526,30,17
0,duskblade,4171,win,29,54,176,898,39,21
0,duskblade,4172,win,55,62,142,919,44,24
0,duskblade,4173,win,16,70,99,1059,48,29
0,duskblade,4174,loss,0,70,563,704,35,22
0,duskblade,4175,win,54,54,631,1041,42,25
0,duskblade,4176,loss,0,62,606,679,33,21
0,duskblade,4177,loss,0,70,263,394,23,12
0,duskblade,4178,win,47,62,554,995,41,25
0,duskblade,4179,win,36,54,167,832,41,24
0,duskblade,4180,win,62,62,599,1223,44,27
0,duskblade,4181,win,31,54,342,830,43,24
0,duskblade,4182,win,34,62,268,932,44,27
0,duskblade,4183,loss,0,64,388,616,34,21
0,duskblade,4184,win,41,54,413,730,37,22
0,duskblade,4185,win,48,62,465,1022,44,26
0,duskblade,4186,win,35,62,134,1122,44,27
0,duskblade,4187,win,28,54,636,962,39,26
0,duskblade,4188,win,62,62,972,913,39,28
0,duskblade,4189,loss,0,62,297,654,33,20
0,duskblade,4190,win,60,62,130,912,43,24
0,duskblade,4191,win,54,54,738,1029,38,24
0,duskblade,4192,win,43,62,129,985,46,28
0,duskblade,4193,win,13,72,4,886,40,24
0,duskblade,4194,win,58,62,1059,1157,41,29
0,duskblade,4195,win,28,54,106,1034,46,26
0,duskblade,4196,loss,0,54,19,1007,44,25
0,duskblade,4197,win,70,70,173,1127,46,30
0,duskblade,4198,win,34,62,179,1074,45,29
0,duskblade,4199,win,41,62,257,847,42,26
0,ashwarden,4000,win,62,70,423,847,41,23
0,ashwarden,4001,win,64,70,809,1039,40,24
0,ashwarden,4002,win,12,62,182,961,44,25
0,ashwarden,4003,win,46,80,245,917,46,28
0,ashwarden,4004,win,48,70,6,1058,42,24
0,ashwarden,4005,loss,0,70,471,567,25,15
0,ashwarden,4006,win,40,54,67,817,39,23
0,ashwarden,4007,win,31,62,126,927,42,22
0,ashwarden,4008,win,32,80,124,928,39,23
0,ashwarden,4009,win,70,70,13,1152,48,29
0,ashwarden,4010,loss,0,70,262,397,28,15
0,ashwarden,4011,loss,0,78,119,612,37,22
0,ashwarden,4012,win,53,62,638,1032,41,27
0,ashwarden,4013,win,62,62,72,787,43,22
0,ashwarden,4014,win,46,78,160,974,44,26
0,ashwarden,4015,win,15,78,103,1135,49,29
0,ashwarden,4016,win,38,62,3,943,44,24
0,ashwarden,4017,loss,0,80,380,448,26,14
0,ashwarden,4018,win,42,62,100,950,46,28
0,ashwarden,4019,win,41,70,126,846,47,26
0,ashwarden,4020,loss,0,80,128,1080,49,30
0,ashwarden,4021,win,52,70,217,986,41,25
0,ashwarden,4022,win,59,62,47,841,42,24
0,ashwarden,4023,win,69,70,780,943,38,24
0,ashwarden,4024,win,42,62,0,726,38,21
0,ashwarden,4025,loss,0,70,17,1016,44,25
0,ashwarden,4026,loss,0,78,368,649,34,18
0,ashwarden,4027,win,50,80,592,1071,43,27
0,ashwarden,4028,loss,0,70,153,818,42,24
0,ashwarden,4029,loss,0,80,92,531,36,17
0,ashwarden,4030,win,58,78,384,920,46,30
0,ashwarden,4031,win,31,70,781,1173,41,26
0,ashwarden,4032,win,40,70,388,942,43,26
0,ashwarden,4033,win,47,70,112,952,49,25
0,ashwarden,4034,win,40,62,137,821,45,26
0,ashwarden,4035,loss,0,88,443,1268,49,30
0,ashwarden,4036,loss,0,70,9,685,36,18
0,ashwarden,4037,loss,0,70,111,406,27,16
0,ashwarden,4038,loss,0,62,371,709,39,22
0,ashwarden,4039,win,70,70,64,976,48,26
0,ashwarden,4040,win,11,70,95,962,44,26
0,ashwarden,4041,win,21,70,39,824,40,23
0,ashwarden,4042,win,56,72,123,912,44,26
0,ashwarden,4043,win,62,78,156,936,47,29
0,ashwarden,4044,win,19,70,573,998,38,24
0,ashwarden,4045,win,73,80,1064,1005,38,28
0,ashwarden,4046,win,21,62,218,909,40,21
0,ashwarden,4047,win,33,70,122,874,45,23
0,ashwarden,4048,win,70,70,311,1122,39,23
0,ashwarden,4049,win,50,80,825,977,34,21
0,ashwarden,4050,win,30,70,169,854,44,24
0,ashwarden,4051,win,68,78,35,1056,50,27
0,ashwarden,4052,win,48,80,132,1004,48,27
0,ashwarden,4053,win,49,70,597,1038,40,27
0,ashwarden,4054,win,78,78,67,960,44,25
0,ashwarden,4055,win,35,62,187,802,38,22
0,ashwarden,4056,win,29,70,33,661,37,22
0,ashwarden,4057,loss,0,72,254,315,25,13
0,ashwarden,4058,win,43,78,286,954,46,28
0,ashwarden,4059,win,63,80,544,1094,42,27
0,ashwarden,4060,win,64,78,287,1160,45,29
0,ashwarden,4061,win,48,62,74,1104,47,24
0,ashwarden,4062,win,24,70,5,969,42,23
0,ashwarden,4063,loss,0,62,345,809,39,26
0,ashwarden,4064,win,48,70,12,733,40,21
0,ashwarden,4065,win,30,88,122,1185,44,25
0,ashwarden,4066,win,38,62,242,952,46,28
0,ashwarden,4067,win,38,70,503,888,38,25
0,ashwarden,4068,win,41,78,439,946,43,28
0,ashwarden,4069,win,48,80,156,1187,45,27
0,ashwarden,4070,loss,0,62,113,447,30,16
0,ashwarden,4071,win,48,70,196,1130,40,25
0,ashwarden,4072,win,43,70,227,968,39,23
0,ashwarden,4073,loss,0,72,1051,992,38,29
0,ashwarden,4074,win,43,78,760,1287,45,30
0,ashwarden,4075,win,38,70,593,1574,51,31
0,ashwarden,4076,win,62,78,620,1192,44,29
0,ashwarden,4077,loss,0,62,417,633,29,16
0,ashwarden,4078,win,26,70,22,937,41,22
0,ashwarden,4079,win,38,70,173,1039,46,27
0,ashwarden,4080,win,54,78,379,826,40,26
0,ashwarden,4081,win,45,62,98,829,38,22
0,ashwarden,4082,loss,0,80,631,532,30,21
0,ashwarden,4083,loss,0,80,230,335,26,14
0,ashwarden,4084,win,45,70,51,857,44,23
0,ashwarden,4085,win,48,62,247,988,43,27
0,ashwarden,4086,loss,0,70,493,912,39,23
0,ashwarden,4087,win,23,70,6,780,44,23
0,ashwarden,4088,win,56,72,482,834,39,26
0,ashwarden,4089,win,55,70,126,872,43,27
0,ashwarden,4090,win,17,70,240,1184,50,29
0,ashwarden,4091,win,43,70,376,875,40,23
0,ashwarden,4092,win,41,70,196,1028,41,23
0,ashwarden,4093,win,50,62,1034,1170,40,29
0,ashwarden,4094,win,33,62,197,759,40,24
0,ashwarden,4095,win,38,62,68,1097,43,24
0,ashwarden,4096,win,58,70,486,958,39,24
0,ashwarden,4097,loss,0,70,23,910,46,26
0,ashwarden,4098,win,25,78,586,943,43,28
0,ashwarden,4099,loss,0,72,415,478,29,16
0,ashwarden,4100,loss,0,70,938,1039,39,26
0,ashwarden,4101,win,65,70,56,808,35,21
0,ashwarden,4102,loss,0,62,286,503,29,16
0,ashwarden,4103,win,70,70,26,995,44,29
0,ashwarden,4104,win,20,62,55,889,44,23
0,ashwarden,4105,win,42,78,267,933,46,28
0,ashwarden,4106,win,41,70,287,1162,46,28
0,ashwarden,4107,win,2,62,414,1050,41,23
0,ashwarden,4108,win,58,62,226,1166,45,27
0,ashwarden,4109,win,11,70,103,810,39,24
0,ashwarden,4110,win,25,54,290,850,39,23
0,ashwarden,4111,win,27,70,136,1084,43,21
0,ashwarden,4112,win,65,70,370,1008,41,26
0,ashwarden,4113,win,9,70,559,1054,44,28
0,ashwarden,4114,loss,0,62,478,379,29,17
0,ashwarden,4115,loss,0,62,626,567,26,16
0,ashwarden,4116,win,45,70,219,926,41,25
0,ashwarden,4117,win,76,78,35,1074,44,27
0,ashwarden,4118,loss,0,62,753,940,35,23
0,ashwarden,4119,win,31,80,239,977,41,27
0,ashwarden,4120,win,64,78,533,1269,44,27
0,ashwarden,4121,win,31,70,8,744,41,21
0,ashwarden,4122,win,70,70,139,934,40,25
0,ashwarden,4123,win,24,70,376,771,37,20
0,ashwarden,4124,win,21,62,15,818,39,23
0,ashwarden,4125,win,62,70,1103,1291,43,30
0,ashwarden,4126,win,36,70,25,1084,46,25
0,ashwarden,4127,win,62,70,9,1072,41,23
0,ashwarden,4128,win,36,70,360,1068,42,25
0,ashwarden,4129,win,27,62,61,716,43,23
0,ashwarden,4130,win,22,70,705,839,38,25
0,ashwarden,4131,loss,0,70,133,550,30,14
0,ashwarden,4132,win,52,70,218,1219,47,27
0,ashwarden,4133,loss,0,62,461,606,27,17
0,ashwarden,4134,loss,0,70,131,452,32,19
0,ashwarden,4135,win,69,70,1078,979,41,31
0,ashwarden,4136,win,50,70,511,975,40,25
0,ashwarden,4137,win,70,70,112,1071,49,29
0,ashwarden,4138,win,27,62,73,1099,47,28
0,ashwarden,4139,win,9,70,114,955,44,26
0,ashwarden,4140,win,24,70,389,941,44,26
0,ashwarden,4141,win,63,78,358,857,40,25
0,ashwarden,4142,win,39,70,54,925,42,22
0,ashwarden,4143,win,49,70,621,938,39,26
0,ashwarden,4144,win,60,70,374,952,39,24
0,ashwarden,4145,loss,0,70,902,803,32,22
0,ashwarden,4146,win,70,70,95,1008,52,33
0,ashwarden,4147,win,49,78,252,1118,49,29
0,ashwarden,4148,loss,0,70,178,310,24,13
0,ashwarden,4149,win,62,70,110,970,46,27
0,ashwarden,4150,win,15,62,263,961,42,26
0,ashwarden,4151,win,37,78,8,914,45,25
0,ashwarden,4152,loss,0,80,41,454,32,14
0,ashwarden,4153,win,17,78,1120,1021,37,27
0,ashwarden,4154,win,35,62,176,973,45,23
0,ashwarden,4155,win,78,78,82,880,42,23
0,ashwarden,4156,win,10,62,10,866,46,26
0,ashwarden,4157,win,46,70,48,1055,47,25
0,ashwarden,4158,win,62,70,83,1138,44,27
0,ashwarden,4159,loss,0,70,649,775,34,21
0,ashwarden,4160,win,45,78,104,1091,47,28
0,ashwarden,4161,loss,0,62,316,338,23,12
0,ashwarden,4162,loss,0,70,463,825,40,25
0,ashwarden,4163,win,80,80,31,803,42,25
0,ashwarden,4164,win,70,70,69,848,44,24
0,ashwarden,4165,win,40,62,79,1058,43,24
0,ashwarden,4166,win,50,80,82,918,42,24
0,ashwarden,4167,win,39,70,38,869,41,25
0,ashwarden,4168,loss,0,88,325,419,29,18
0,ashwarden,4169,loss,0,62,241,758,36,23
0,ashwarden,4170,win,19,70,389,982,41,26
0,ashwarden,4171,win,36,70,381,889,37,21
0,ashwarden,4172,win,55,62,367,1113,43,25
0,ashwarden,4173,win,47,70,196,1036,46,28
0,ashwarden,4174,loss,0,72,40,516,30,16
0,ashwarden,4175,win,69,70,54,862,38,23
0,ashwarden,4176,loss,0,62,386,445,26,15
0,ashwarden,4177,win,45,62,25,852,40,21
0,ashwarden,4178,loss,0,62,813,754,30,19
0,ashwarden,4179,loss,0,62,30,478,33,15
0,ashwarden,4180,loss,0,80,536,647,30,17
0,ashwarden,4181,win,32,80,21,875,49,26
0,ashwarden,4182,win,57,70,20,790,43,23
0,ashwarden,4183,win,55,70,142,1007,47,28
0,ashwarden,4184,win,63,70,10,883,44,26
0,ashwarden,4185,win,34,62,66,986,44,25
0,ashwarden,4186,win,22,70,136,898,41,25
0,ashwarden,4187,win,33,72,0,1012,49,27
0,ashwarden,4188,win,45,70,108,1042,44,25
0,ashwarden,4189,win,49,70,149,1057,46,27
0,ashwarden,4190,loss,0,80,46,187,21,9
0,ashwarden,4191,win,21,70,820,1111,41,27
0,ashwarden,4192,win,48,78,80,1014,45,26
0,ashwarden,4193,loss,0,72,342,543,24,13
0,ashwarden,4194,loss,0,80,235,393,24,12
0,ashwarden,4195,loss,0,62,63,995,44,22
0,ashwarden,4196,win,15,70,82,915,44,22
0,ashwarden,4197,win,32,70,130,920,50,28
0,ashwarden,4198,win,47,78,40,1043,46,23
0,ashwarden,4199,win,78,78,13,965,43,27
5,duskblade,4000,loss,0,54,150,244,24,11
5,duskblade,4001,win,62,62,1,715,41,20
5,duskblade,4002,loss,0,64,300,392,25,14
5,duskblade,4003,loss,0,80,373,458,27,16
5,duskblade,4004,loss,0,72,82,582,34,18
5,duskblade,4005,loss,0,72,120,141,20,8
5,duskblade,4006,loss,0,64,358,299,22,11
5,duskblade,4007,loss,0,80,79,168,19,7
5,duskblade,4008,win,49,54,133,762,43,24
5,duskblade,4009,win,43,62,42,807,43,24
5,duskblade,4010,loss,0,62,152,1052,44,25
5,duskblade,4011,win,32,70,147,946,50,28
5,duskblade,4012,win,32,54,29,846,46,25
5,duskblade,4013,win,46,70,888,1034,40,27
5,duskblade,4014,loss,0,64,158,197,19,8
5,duskblade,4015,loss,0,72,706,607,30,19
5,duskblade,4016,win,11,62,160,1196,47,28
5,duskblade,4017,loss,0,62,388,720,37,20
5,duskblade,4018,loss,0,72,140,169,22,10
5,duskblade,4019,loss,0,72,196,244,20,10
5,duskblade,4020,loss,0,70,54,962,51,31
5,duskblade,4021,win,38,54,14,915,51,27
5,duskblade,4022,loss,0,72,281,355,27,15
5,duskblade,4023,loss,0,64,19,167,19,7
5,duskblade,4024,loss,0,62,142,591,30,16
5,duskblade,4025,loss,0,64,41,168,22,8
5,duskblade,4026,win,39,54,264,1098,47,24
5,duskblade,4027,win,50,72,176,955,44,26
5,duskblade,4028,loss,0,80,91,169,21,8
5,duskblade,4029,win,25,62,451,1157,46,29
5,duskblade,4030,loss,0,54,47,540,33,18
5,duskblade,4031,win,43,62,831,886,38,23
5,duskblade,4032,win,41,62,301,1060,42,26
5,duskblade,4033,loss,0,54,432,563,31,17
5,duskblade,4034,loss,0,54,888,971,41,27
5,duskblade,4035,loss,0,72,328,851,41,23
5,duskblade,4036,loss,0,70,357,538,29,17
5,duskblade,4037,loss,0,62,24,343,28,14
5,duskblade,4038,loss,0,62,204,856,41,23
5,duskblade,4039,win,4,62,155,862,44,23
5,duskblade,4040,loss,0,54,84,402,27,15
5,duskblade,4041,win,5,54,205,831,40,22
5,duskblade,4042,loss,0,72,349,375,25,14
5,duskblade,4043,win,62,62,827,1025,40,25
5,duskblade,4044,loss,0,72,41,335,25,10
5,duskblade,4045,loss,0,72,543,444,29,18
5,duskblade,4046,loss,0,62,350,489,28,17
5,duskblade,4047,win,11,62,44,931,45,24
5,duskblade,4048,loss,0,72,55,412,31,15
5,duskblade,4049,loss,0,72,157,586,32,17
5,duskblade,4050,loss,0,72,579,480,27,18
5,duskblade,4051,loss,0,62,404,480,32,20
5,duskblade,4052,loss,0,70,342,509,32,18
5,duskblade,4053,win,57,62,49,809,45,25
5,duskblade,4054,loss,0,54,278,906,47,28
5,duskblade,4055,win,30,62,52,750,41,20
5,duskblade,4056,loss,0,62,372,313,25,13
5,duskblade,4057,win,44,54,489,740,35,21
5,duskblade,4058,loss,0,70,598,935,42,28
5,duskblade,4059,loss,0,54,111,856,44,23
5,duskblade,4060,loss,0,72,52,216,24,8
5,duskblade,4061,loss,0,54,174,447,24,11
5,duskblade,4062,loss,0,64,48,153,19,6
5,duskblade,4063,win,42,62,199,1005,48,25
5,duskblade,4064,win,62,62,575,893,43,27
5,duskblade,4065,win,49,62,14,888,48,27
5,duskblade,4066,win,43,62,171,873,43,26
5,duskblade,4067,loss,0,72,557,458,28,15
5,duskblade,4068,loss,0,62,0,453,33,17
5,duskblade,4069,loss,0,70,287,391,29,15
5,duskblade,4070,win,46,46,58,898,43,21
5,duskblade,4071,loss,0,70,8,690,40,22
5,duskblade,4072,loss,0,54,607,923,39,26
5,duskblade,4073,win,22,70,2,767,45,25
5,duskblade,4074,win,36,62,684,1201,42,27
5,duskblade,4075,win,30,62,265,1183,44,29
5,duskblade,4076,win,60,62,254,1133,48,27
5,duskblade,4077,win,64,64,206,870,44,21
5,duskblade,4078,loss,0,54,1001,942,35,24
5,duskblade,4079,win,4,70,253,1142,49,28
5,duskblade,4080,win,46,62,74,662,39,20
5,duskblade,4081,loss,0,72,686,627,29,18
5,duskblade,4082,loss,0,62,527,468,28,17
5,duskblade,4083,loss,0,54,193,297,24,12
5,duskblade,4084,loss,0,54,400,725,36,20
5,duskblade,4085,win,46,46,4,716,40,19
5,duskblade,4086,loss,0,72,56,157,21,9
5,duskblade,4087,loss,0,64,37,456,36,18
5,duskblade,4088,loss,0,64,402,343,24,15
5,duskblade,4089,loss,0,62,553,1054,43,27
5,duskblade,4090,win,45,70,370,1089,47,28
5,duskblade,4091,loss,0,72,330,530,30,15
5,duskblade,4092,loss,0,54,203,897,47,26
5,duskblade,4093,loss,0,62,91,901,53,30
5,duskblade,4094,loss,0,62,37,863,42,22
5,duskblade,4095,win,5,62,521,913,38,22
5,duskblade,4096,loss,0,72,284,225,20,7
5,duskblade,4097,loss,0,64,108,199,20,10
5,duskblade,4098,loss,0,72,559,713,32,20
5,duskblade,4099,loss,0,80,136,438,31,15
5,duskblade,4100,loss,0,70,324,955,42,25
5,duskblade,4101,loss,0,54,662,1032,42,23
5,duskblade,4102,win,39,62,695,826,37,23
5,duskblade,4103,loss,0,72,372,501,31,19
5,duskblade,4104,win,34,62,361,1205,46,26
5,duskblade,4105,loss,0,62,431,545,33,20
5,duskblade,4106,win,62,62,175,1009,45,24
5,duskblade,4107,win,45,62,138,914,41,23
5,duskblade,4108,win,62,62,96,957,46,26
5,duskblade,4109,loss,0,62,26,853,44,22
5,duskblade,4110,loss,0,62,370,706,32,17
5,duskblade,4111,win,38,62,509,900,43,25
5,duskblade,4112,loss,0,72,65,305,23,9
5,duskblade,4113,loss,0,62,193,311,28,14
5,duskblade,4114,loss,0,72,105,405,29,15
5,duskblade,4115,loss,0,62,483,424,24,14
5,duskblade,4116,loss,0,62,265,424,26,13
5,duskblade,4117,loss,0,72,593,693,31,20
5,duskblade,4118,loss,0,54,72,881,46,24
5,duskblade,4119,win,59,62,14,818,40,21
5,duskblade,4120,win,9,62,456,1009,40,24
5,duskblade,4121,loss,0,62,311,530,28,15
5,duskblade,4122,loss,0,72,168,373,29,13
5,duskblade,4123,win,35,62,74,918,44,25
5,duskblade,4124,loss,0,64,280,181,18,8
5,duskblade,4125,loss,0,64,49,211,19,9
5,duskblade,4126,loss,0,64,276,177,20,9
5,duskblade,4127,win,39,62,647,1177,45,31
5,duskblade,4128,loss,0,72,134,342,24,10
5,duskblade,4129,win,42,54,79,758,46,25
5,duskblade,4130,loss,0,70,473,905,43,29
5,duskblade,4131,loss,0,62,402,538,28,16
5,duskblade,4132,win,14,62,484,820,39,23
5,duskblade,4133,loss,0,72,315,419,30,17
5,duskblade,4134,loss,0,70,1114,1055,39,28
5,duskblade,4135,loss,0,72,310,211,22,12
5,duskblade,4136,win,19,80,773,1100,42,26
5,duskblade,4137,loss,0,64,488,389,26,15
5,duskblade,4138,loss,0,72,313,254,22,11
5,duskblade,4139,win,36,62,2,733,45,24
5,duskblade,4140,loss,0,64,87,125,18,7
5,duskblade,4141,loss,0,62,181,292,26,13
5,duskblade,4142,loss,0,70,75,661,35,18
5,duskblade,4143,loss,0,72,407,348,20,9
5,duskblade,4144,loss,0,80,40,461,34,17
5,duskblade,4145,loss,0,70,27,600,34,21
5,duskblade,4146,loss,0,72,227,251,23,12
5,duskblade,4147,win,62,62,269,1112,51,29
5,duskblade,4148,loss,0,72,37,451,32,15
5,duskblade,4149,win,35,62,189,1078,44,26
5,duskblade,4150,loss,0,72,45,434,32,16
5,duskblade,4151,loss,0,72,293,453,28,15
5,duskblade,4152,loss,0,54,159,289,23,11
5,duskblade,4153,win,57,62,38,855,42,24
5,duskblade,4154,loss,0,72,8,218,22,7
5,duskblade,4155,loss,0,62,620,521,25,15
