vow,aspect,seed,outcome,hp,maxHp,gold,goldEarned,deck,nFights
0,duskblade,4123,loss,0,72,57,906,41,22
0,duskblade,4124,loss,0,72,147,970,49,27
0,duskblade,4125,loss,0,64,16,189,22,9
0,duskblade,4126,win,53,62,385,919,43,26
0,duskblade,4127,loss,0,54,22,918,44,25
0,duskblade,4128,loss,0,70,512,683,27,17
0,duskblade,4129,loss,0,54,54,574,33,16
0,duskblade,4130,win,45,54,57,890,44,25
0,duskblade,4131,win,42,70,437,1212,39,26
0,duskblade,4132,loss,0,64,106,256,22,9
0,duskblade,4133,win,51,62,546,899,41,26
0,duskblade,4134,win,62,62,113,849,43,28
0,duskblade,4135,win,54,54,156,1198,52,30
0,duskblade,4136,loss,0,64,151,183,17,7
0,duskblade,4137,win,44,64,101,970,45,26
0,duskblade,4138,win,28,62,34,1037,45,27
0,duskblade,4139,loss,0,72,100,465,31,15
0,duskblade,4140,win,41,70,87,864,42,24
0,duskblade,4141,loss,0,64,1,364,28,14
0,duskblade,4142,win,38,70,81,1222,48,26
0,duskblade,4143,win,48,70,134,836,45,26
0,duskblade,4144,win,26,72,109,1084,45,25
0,duskblade,4145,loss,0,72,9,571,35,19
0,duskblade,4146,loss,0,62,174,893,46,29
0,duskblade,4147,win,49,62,267,988,43,28
0,duskblade,4148,loss,0,62,468,775,39,24
0,duskblade,4149,win,51,62,1218,1199,35,24
0,duskblade,4150,loss,0,62,403,833,38,21
0,duskblade,4151,win,51,62,186,1114,45,27
0,duskblade,4152,win,52,54,126,1095,42,26
0,duskblade,4153,loss,0,64,250,151,17,7
0,duskblade,4154,win,62,62,585,1067,39,23
0,duskblade,4155,loss,0,54,633,534,25,16
0,duskblade,4156,win,62,62,226,1053,44,27
0,duskblade,4157,win,54,62,435,1045,40,25
0,duskblade,4158,loss,0,80,376,469,27,14
0,duskblade,4159,win,46,62,39,817,43,26
0,duskblade,4160,loss,0,70,612,513,28,18
0,duskblade,4161,win,25,62,682,812,35,22
0,duskblade,4162,win,36,62,210,1072,45,25
0,duskblade,4163,win,47,62,10,983,49,31
0,duskblade,4164,win,62,62,155,835,43,23
0,duskblade,4165,loss,0,62,53,860,44,24
0,duskblade,4166,loss,0,70,707,1117,39,27
0,duskblade,4167,win,49,64,69,1004,46,24
0,duskblade,4168,win,70,70,219,1093,42,24
0,duskblade,4169,loss,0,62,68,391,33,17
0,duskblade,4170,loss,0,62,385,526,30,17
0,duskblade,4171,win,17,54,182,1018,42,23
0,duskblade,4172,win,62,62,235,977,44,25
0,duskblade,4173,win,29,70,99,1059,48,29
0,duskblade,4174,loss,0,70,563,704,35,22
0,duskblade,4175,win,30,62,39,821,38,23
0,duskblade,4176,loss,0,62,800,873,36,24
0,duskblade,4177,loss,0,72,165,660,35,20
0,duskblade,4178,win,43,62,60,893,42,23
0,duskblade,4179,loss,0,54,125,931,42,24
0,duskblade,4180,win,64,72,10,1083,44,25
0,duskblade,4181,win,44,54,342,830,43,24
0,duskblade,4182,loss,0,54,563,676,34,22
0,duskblade,4183,loss,0,64,388,616,34,21
0,duskblade,4184,win,30,54,30,731,42,22
0,duskblade,4185,win,28,62,89,1030,45,27
0,duskblade,4186,win,37,54,64,1100,44,27
0,duskblade,4187,win,28,54,636,962,39,26
0,duskblade,4188,loss,0,62,213,576,33,19
0,duskblade,4189,loss,0,62,297,654,33,20
0,duskblade,4190,win,62,62,130,912,43,24
0,duskblade,4191,win,49,54,738,1029,38,24
0,duskblade,4192,win,43,62,129,985,46,28
0,duskblade,4193,win,45,62,220,823,44,25
0,duskblade,4194,win,62,62,81,1029,40,24
0,duskblade,4195,win,18,54,133,1079,47,26
0,duskblade,4196,loss,0,54,19,1007,44,25
0,duskblade,4197,win,70,70,173,1127,46,30
0,duskblade,4198,win,34,62,179,1074,45,29
0,duskblade,4199,win,51,72,16,771,41,26
0,ashwarden,4000,win,62,70,423,847,41,23
0,ashwarden,4001,loss,0,70,635,825,35,21
0,ashwarden,4002,win,42,62,85,899,41,23
0,ashwarden,4003,win,40,80,209,881,46,28
0,ashwarden,4004,win,48,70,6,1058,42,24
0,ashwarden,4005,loss,0,70,471,567,25,15
0,ashwarden,4006,win,38,62,0,831,42,24
0,ashwarden,4007,win,36,62,178,942,41,22
0,ashwarden,4008,win,30,80,124,928,39,23
0,ashwarden,4009,win,69,70,13,1152,48,29
0,ashwarden,4010,loss,0,70,262,397,28,15
0,ashwarden,4011,loss,0,78,119,612,37,22
0,ashwarden,4012,win,59,62,634,1028,41,27
0,ashwarden,4013,loss,0,70,443,763,35,21
0,ashwarden,4014,win,70,70,139,940,47,29
0,ashwarden,4015,win,15,78,103,1135,49,29
0,ashwarden,4016,win,62,62,3,943,44,24
0,ashwarden,4017,loss,0,80,392,460,26,14
0,ashwarden,4018,win,34,62,122,899,44,28
0,ashwarden,4019,win,70,70,98,842,48,26
0,ashwarden,4020,win,14,80,128,1080,49,30
0,ashwarden,4021,win,30,70,181,959,41,23
0,ashwarden,4022,win,62,62,47,841,42,24
0,ashwarden,4023,win,70,70,799,962,38,24
0,ashwarden,4024,win,47,62,112,784,38,22
0,ashwarden,4025,loss,0,70,17,1016,44,25
0,ashwarden,4026,win,16,62,491,953,38,22
0,ashwarden,4027,win,57,70,140,995,43,24
0,ashwarden,4028,win,42,70,139,955,41,23
0,ashwarden,4029,loss,0,70,701,1280,47,31
0,ashwarden,4030,win,58,78,384,920,46,30
0,ashwarden,4031,win,26,70,781,1173,41,26
0,ashwarden,4032,win,41,70,388,942,43,26
0,ashwarden,4033,win,40,70,11,1142,53,28
0,ashwarden,4034,win,37,70,30,867,44,26
0,ashwarden,4035,win,10,88,437,1262,49,30
0,ashwarden,4036,loss,0,70,9,685,36,18
0,ashwarden,4037,loss,0,70,111,406,27,16
0,ashwarden,4038,loss,0,62,499,877,40,23
0,ashwarden,4039,win,70,70,64,976,48,26
0,ashwarden,4040,win,13,70,95,962,44,26
0,ashwarden,4041,win,36,70,39,824,40,23
0,ashwarden,4042,loss,0,72,533,625,30,19
0,ashwarden,4043,win,62,78,156,936,47,29
0,ashwarden,4044,win,25,62,18,810,40,21
0,ashwarden,4045,win,68,80,1129,1070,39,29
0,ashwarden,4046,win,3,62,81,861,41,21
0,ashwarden,4047,win,42,70,214,754,41,23
0,ashwarden,4048,win,55,70,745,1225,41,28
0,ashwarden,4049,win,70,80,144,968,40,21
0,ashwarden,4050,win,49,70,665,944,40,26
0,ashwarden,4051,win,68,78,35,1056,50,27
0,ashwarden,4052,win,41,72,201,1038,49,27
0,ashwarden,4053,win,70,70,630,1031,41,27
0,ashwarden,4054,win,78,78,67,960,44,25
0,ashwarden,4055,win,40,62,187,802,38,22
0,ashwarden,4056,win,29,70,33,661,37,22
0,ashwarden,4057,loss,0,72,254,315,25,13
0,ashwarden,4058,win,43,78,286,954,46,28
0,ashwarden,4059,win,63,80,544,1094,42,27
0,ashwarden,4060,win,41,70,119,1293,50,29
0,ashwarden,4061,win,50,62,74,1104,47,24
0,ashwarden,4062,win,62,78,305,1143,42,22
0,ashwarden,4063,loss,0,62,345,809,39,26
0,ashwarden,4064,win,34,70,846,893,41,29
0,ashwarden,4065,win,54,88,85,1177,44,25
0,ashwarden,4066,loss,0,62,306,395,27,14
0,ashwarden,4067,win,38,70,503,888,38,25
0,ashwarden,4068,win,41,78,439,946,43,28
0,ashwarden,4069,win,47,80,156,1187,45,27
0,ashwarden,4070,win,73,80,781,1174,42,26
0,ashwarden,4071,win,20,70,206,1131,42,25
0,ashwarden,4072,win,24,78,1248,1189,36,25
0,ashwarden,4073,loss,0,72,1051,992,38,29
0,ashwarden,4074,win,67,70,755,1152,47,31
0,ashwarden,4075,win,38,70,593,1574,51,31
0,ashwarden,4076,win,35,62,332,1013,36,21
0,ashwarden,4077,loss,0,62,417,633,29,16
0,ashwarden,4078,win,26,70,22,937,41,22
0,ashwarden,4079,win,44,70,112,1012,46,27
0,ashwarden,4080,win,54,78,379,826,40,26
0,ashwarden,4081,win,25,62,135,863,43,24
0,ashwarden,4082,loss,0,80,631,532,30,21
0,ashwarden,4083,loss,0,80,230,335,26,14
0,ashwarden,4084,win,62,62,34,760,40,22
0,ashwarden,4085,win,48,62,247,988,43,27
0,ashwarden,4086,loss,0,70,526,945,40,24
0,ashwarden,4087,win,41,70,6,780,44,23
0,ashwarden,4088,win,42,72,482,834,39,26
0,ashwarden,4089,win,55,70,126,872,43,27
0,ashwarden,4090,win,17,70,240,1184,50,29
0,ashwarden,4091,win,44,70,386,885,40,23
0,ashwarden,4092,win,60,70,196,1028,41,23
0,ashwarden,4093,win,62,62,1034,1170,40,29
0,ashwarden,4094,win,39,62,197,759,40,24
0,ashwarden,4095,win,38,62,68,1097,43,24
0,ashwarden,4096,loss,0,62,534,475,23,13
0,ashwarden,4097,win,40,70,50,1058,42,25
0,ashwarden,4098,win,28,78,586,943,43,28
0,ashwarden,4099,loss,0,72,415,478,29,16
0,ashwarden,4100,win,49,78,181,888,42,25
0,ashwarden,4101,win,65,70,56,808,35,21
0,ashwarden,4102,loss,0,62,286,503,29,16
0,ashwarden,4103,win,70,70,26,995,44,29
0,ashwarden,4104,win,70,70,9,969,48,24
0,ashwarden,4105,win,46,78,267,933,46,28
0,ashwarden,4106,win,41,70,287,1162,46,28
0,ashwarden,4107,loss,0,62,330,545,25,12
0,ashwarden,4108,win,61,70,48,1097,43,23
0,ashwarden,4109,win,78,78,12,911,44,25
0,ashwarden,4110,loss,0,70,29,373,26,12
0,ashwarden,4111,win,36,70,136,1084,43,21
0,ashwarden,4112,win,65,70,370,1008,41,26
0,ashwarden,4113,win,55,80,775,1241,46,30
0,ashwarden,4114,loss,0,62,478,379,29,17
0,ashwarden,4115,win,49,62,1117,1058,40,29
0,ashwarden,4116,win,45,70,219,926,41,25
0,ashwarden,4117,win,50,78,55,1069,45,27
0,ashwarden,4118,loss,0,62,753,940,35,23
0,ashwarden,4119,loss,0,80,636,577,26,17
0,ashwarden,4120,win,64,70,577,1147,41,26
0,ashwarden,4121,win,23,70,56,729,41,22
0,ashwarden,4122,win,70,70,91,956,40,25
0,ashwarden,4123,win,60,70,364,759,37,20
0,ashwarden,4124,win,15,62,14,817,39,23
0,ashwarden,4125,win,39,70,1084,1272,43,30
0,ashwarden,4126,win,78,78,7,879,47,28
0,ashwarden,4127,win,55,72,1136,1037,38,27
0,ashwarden,4128,win,48,70,360,1068,42,25
0,ashwarden,4129,loss,0,62,23,829,44,22
0,ashwarden,4130,win,22,70,705,839,38,25
0,ashwarden,4131,loss,0,70,141,558,30,14
0,ashwarden,4132,win,31,78,51,1094,47,27
0,ashwarden,4133,loss,0,62,461,606,27,17
0,ashwarden,4134,loss,0,70,131,452,32,19
0,ashwarden,4135,win,58,70,1078,979,41,31
0,ashwarden,4136,win,52,70,511,975,40,25
0,ashwarden,4137,win,66,70,112,1071,49,29
0,ashwarden,4138,win,27,62,73,1099,47,28
0,ashwarden,4139,win,9,70,103,944,44,26
0,ashwarden,4140,win,20,70,464,1016,43,25
0,ashwarden,4141,win,63,78,358,857,40,25
0,ashwarden,4142,win,45,70,436,908,37,21
0,ashwarden,4143,win,49,70,621,938,39,26
0,ashwarden,4144,win,70,70,372,950,39,24
0,ashwarden,4145,win,38,70,513,1103,44,30
0,ashwarden,4146,win,70,70,95,1008,52,33
0,ashwarden,4147,win,54,78,240,1106,49,29
0,ashwarden,4148,loss,0,70,178,310,24,13
0,ashwarden,4149,win,70,70,89,966,45,27
0,ashwarden,4150,win,46,70,94,844,39,24
0,ashwarden,4151,win,37,78,8,914,45,25
0,ashwarden,4152,loss,0,80,41,454,32,14
0,ashwarden,4153,win,17,78,1120,1021,37,27
0,ashwarden,4154,loss,0,80,91,513,31,12
0,ashwarden,4155,win,52,78,82,880,42,23
0,ashwarden,4156,win,4,62,10,866,46,26
0,ashwarden,4157,win,46,70,48,1055,47,25
0,ashwarden,4158,win,62,70,83,1138,44,27
0,ashwarden,4159,win,30,70,230,918,42,24
0,ashwarden,4160,win,45,78,104,1091,47,28
0,ashwarden,4161,loss,0,62,316,338,23,12
0,ashwarden,4162,loss,0,70,50,412,31,16
0,ashwarden,4163,win,80,80,31,803,42,25
0,ashwarden,4164,win,61,70,69,848,44,24
0,ashwarden,4165,win,24,70,149,1055,43,24
0,ashwarden,4166,win,50,80,82,918,42,24
0,ashwarden,4167,win,39,70,38,869,41,25
0,ashwarden,4168,loss,0,88,325,419,29,18
0,ashwarden,4169,loss,0,62,241,758,36,23
0,ashwarden,4170,loss,0,70,106,919,42,23
0,ashwarden,4171,loss,0,70,294,838,33,20
0,ashwarden,4172,win,36,62,853,1029,37,24
0,ashwarden,4173,loss,0,80,133,657,36,20
0,ashwarden,4174,loss,0,72,40,516,30,16
0,ashwarden,4175,win,57,62,200,982,42,25
0,ashwarden,4176,loss,0,62,386,445,26,15
0,ashwarden,4177,win,35,62,516,880,35,21
0,ashwarden,4178,win,18,78,619,1005,42,27
0,ashwarden,4179,loss,0,62,100,740,40,21
0,ashwarden,4180,loss,0,88,413,484,26,15
0,ashwarden,4181,win,32,80,21,875,49,26
0,ashwarden,4182,win,52,62,516,984,38,25
0,ashwarden,4183,win,55,70,142,1007,47,28
0,ashwarden,4184,win,63,70,10,883,44,26
0,ashwarden,4185,win,56,62,66,986,44,25
0,ashwarden,4186,win,42,62,163,1063,43,26
0,ashwarden,4187,win,33,72,0,1012,49,27
0,ashwarden,4188,win,59,70,67,929,39,24
0,ashwarden,4189,win,49,70,149,1057,46,27
0,ashwarden,4190,loss,0,80,46,187,21,9
0,ashwarden,4191,win,21,70,820,1111,41,27
0,ashwarden,4192,loss,0,70,380,791,35,20
0,ashwarden,4193,loss,0,72,342,543,24,13
0,ashwarden,4194,loss,0,80,235,393,24,12
0,ashwarden,4195,loss,0,62,67,999,44,22
0,ashwarden,4196,win,52,70,56,921,46,23
0,ashwarden,4197,win,32,70,130,920,50,28
0,ashwarden,4198,win,47,70,77,1016,41,22
0,ashwarden,4199,win,78,78,13,965,43,27
5,duskblade,4000,loss,0,54,150,244,24,11
5,duskblade,4001,win,62,62,1,715,41,20
5,duskblade,4002,loss,0,64,300,392,25,14
5,duskblade,4003,loss,0,80,373,458,27,16
5,duskblade,4004,loss,0,72,87,587,34,18
5,duskblade,4005,loss,0,72,120,141,20,8
5,duskblade,4006,loss,0,64,32,328,27,12
5,duskblade,4007,loss,0,80,79,168,19,7
5,duskblade,4008,loss,0,72,468,409,26,15
5,duskblade,4009,win,35,62,42,807,43,24
5,duskblade,4010,loss,0,54,971,1142,42,28
5,duskblade,4011,win,32,70,147,946,50,28
5,duskblade,4012,win,37,54,29,846,46,25
5,duskblade,4013,loss,0,62,861,1007,40,27
5,duskblade,4014,loss,0,64,158,197,19,8
5,duskblade,4015,win,23,54,441,940,40,25
5,duskblade,4016,win,37,62,160,1196,47,28
5,duskblade,4017,loss,0,62,271,292,21,9
5,duskblade,4018,loss,0,62,252,525,37,20
5,duskblade,4019,loss,0,72,196,244,20,10
5,duskblade,4020,loss,0,70,54,962,51,31
5,duskblade,4021,win,44,54,14,915,51,27
5,duskblade,4022,loss,0,72,82,153,23,10
5,duskblade,4023,loss,0,64,19,167,19,7
5,duskblade,4024,win,57,62,741,1076,41,26
5,duskblade,4025,loss,0,64,41,168,22,8
5,duskblade,4026,loss,0,62,214,653,35,16
5,duskblade,4027,win,50,72,176,955,44,26
5,duskblade,4028,win,47,62,112,702,39,22
5,duskblade,4029,win,18,62,437,837,43,26
5,duskblade,4030,loss,0,54,47,540,33,18
5,duskblade,4031,loss,0,70,465,480,27,15
5,duskblade,4032,win,47,62,301,1060,42,26
5,duskblade,4033,loss,0,72,143,299,23,9
5,duskblade,4034,loss,0,54,888,971,41,27
5,duskblade,4035,win,24,72,330,853,40,23
5,duskblade,4036,loss,0,70,357,538,29,17
5,duskblade,4037,loss,0,62,24,343,28,14
5,duskblade,4038,win,14,62,204,856,41,23
5,duskblade,4039,win,4,62,155,862,44,23
5,duskblade,4040,loss,0,54,84,402,27,15
5,duskblade,4041,win,39,54,23,898,45,24
5,duskblade,4042,loss,0,72,349,375,25,14
5,duskblade,4043,win,59,62,836,1034,40,25
5,duskblade,4044,loss,0,72,41,335,25,10
5,duskblade,4045,loss,0,72,543,444,29,18
5,duskblade,4046,loss,0,62,350,489,28,17
5,duskblade,4047,loss,0,54,387,843,37,20
5,duskblade,4048,loss,0,72,55,412,31,15
5,duskblade,4049,loss,0,72,464,893,38,23
5,duskblade,4050,loss,0,72,579,480,27,18
5,duskblade,4051,loss,0,62,404,480,32,20
5,duskblade,4052,loss,0,70,342,509,32,18
5,duskblade,4053,win,58,62,49,809,45,25
5,duskblade,4054,loss,0,54,278,906,47,28
5,duskblade,4055,loss,0,72,45,83,18,6
5,duskblade,4056,loss,0,62,372,313,25,13
5,duskblade,4057,win,33,54,483,734,35,21
5,duskblade,4058,loss,0,70,598,935,42,28
5,duskblade,4059,win,40,54,589,910,40,23
5,duskblade,4060,loss,0,72,225,409,27,12
5,duskblade,4061,loss,0,54,174,447,24,11
5,duskblade,4062,loss,0,64,48,153,19,6
5,duskblade,4063,win,62,62,199,1005,48,25
5,duskblade,4064,win,62,62,575,893,43,27
5,duskblade,4065,win,49,62,14,888,48,27
5,duskblade,4066,win,43,62,171,873,43,26
5,duskblade,4067,loss,0,72,452,393,26,13
5,duskblade,4068,loss,0,62,0,453,33,17
5,duskblade,4069,loss,0,70,334,438,31,17
5,duskblade,4070,loss,0,54,397,338,25,12
5,duskblade,4071,loss,0,70,8,690,40,22
5,duskblade,4072,win,62,62,123,879,40,24
5,duskblade,4073,loss,0,70,40,774,46,25
5,duskblade,4074,win,36,62,684,1201,42,27
5,duskblade,4075,win,52,62,265,1183,44,29
5,duskblade,4076,win,37,62,14,1096,49,25
5,duskblade,4077,win,64,64,153,854,44,21
5,duskblade,4078,loss,0,54,561,502,23,11
5,duskblade,4079,win,54,54,298,1187,48,28
5,duskblade,4080,win,39,54,30,666,39,19
5,duskblade,4081,loss,0,72,686,627,29,18
5,duskblade,4082,loss,0,62,527,468,28,17
5,duskblade,4083,loss,0,62,47,516,37,19
5,duskblade,4084,loss,0,64,91,354,27,13
5,duskblade,4085,win,41,54,132,748,41,22
5,duskblade,4086,loss,0,72,56,157,21,9
5,duskblade,4087,loss,0,64,12,431,35,17
5,duskblade,4088,loss,0,64,402,343,24,15
5,duskblade,4089,loss,0,62,553,1054,43,27
5,duskblade,4090,win,45,70,370,1089,47,28
5,duskblade,4091,loss,0,72,53,647,33,15
5,duskblade,4092,loss,0,54,377,713,39,21
5,duskblade,4093,loss,0,62,91,901,53,30
5,duskblade,4094,win,21,54,169,759,43,24
5,duskblade,4095,win,43,62,588,980,40,24
5,duskblade,4096,loss,0,72,284,225,20,7
5,duskblade,4097,loss,0,64,108,199,20,10
5,duskblade,4098,loss,0,72,559,713,32,20
5,duskblade,4099,loss,0,80,135,437,31,15
5,duskblade,4100,loss,0,70,324,955,42,25
5,duskblade,4101,loss,0,54,109,803,45,21
5,duskblade,4102,win,39,62,706,837,37,23
5,duskblade,4103,loss,0,72,372,501,31,19
5,duskblade,4104,win,54,62,9,743,43,21
5,duskblade,4105,win,62,62,165,1044,48,29
5,duskblade,4106,win,49,54,6,1113,47,25
5,duskblade,4107,win,45,62,138,914,41,23
5,duskblade,4108,loss,0,70,515,751,35,21
5,duskblade,4109,loss,0,62,26,853,44,22
5,duskblade,4110,loss,0,54,488,944,33,19
5,duskblade,4111,win,37,62,409,840,43,25
5,duskblade,4112,loss,0,72,65,305,23,9
5,duskblade,4113,loss,0,62,193,311,28,14
5,duskblade,4114,loss,0,72,105,405,29,15
5,duskblade,4115,loss,0,62,483,424,24,14
5,duskblade,4116,loss,0,62,265,424,26,13
5,duskblade,4117,loss,0,72,593,693,31,20
5,duskblade,4118,loss,0,54,72,881,46,24
5,duskblade,4119,loss,0,54,451,352,25,13
5,duskblade,4120,loss,0,62,424,977,39,23
5,duskblade,4121,loss,0,62,311,530,28,15
5,duskblade,4122,loss,0,72,168,373,29,13
5,duskblade,4123,win,48,62,141,876,45,25
5,duskblade,4124,loss,0,64,278,179,18,8
5,duskblade,4125,loss,0,64,49,211,19,9
5,duskblade,4126,loss,0,64,276,177,20,9
5,duskblade,4127,win,12,62,647,1177,45,31
5,duskblade,4128,loss,0,72,134,342,24,10
5,duskblade,4129,loss,0,54,89,750,44,23
5,duskblade,4130,loss,0,70,473,905,43,29
5,duskblade,4131,loss,0,62,430,566,27,14
5,duskblade,4132,loss,0,80,193,321,27,13
5,duskblade,4133,loss,0,72,315,419,30,17
5,duskblade,4134,loss,0,70,1114,1055,39,28
5,duskblade,4135,loss,0,72,310,211,22,12
5,duskblade,4136,loss,0,80,773,1100,42,26
5,duskblade,4137,loss,0,64,488,389,26,15
5,duskblade,4138,loss,0,72,313,254,22,11
5,duskblade,4139,win,36,62,2,733,45,24
5,duskblade,4140,loss,0,64,87,125,18,7
5,duskblade,4141,loss,0,62,181,292,26,13
5,duskblade,4142,loss,0,70,75,661,35,18
5,duskblade,4143,loss,0,72,407,348,20,9
5,duskblade,4144,loss,0,80,40,461,34,17
5,duskblade,4145,loss,0,70,27,600,34,21
5,duskblade,4146,loss,0,72,227,251,23,12
5,duskblade,4147,win,62,62,269,1112,51,29
5,duskblade,4148,loss,0,72,4,163,21,8
5,duskblade,4149,win,38,62,189,1078,44,26
5,duskblade,4150,loss,0,72,45,434,32,16
5,duskblade,4151,loss,0,62,317,462,26,14
5,duskblade,4152,loss,0,64,19,149,19,7
5,duskblade,4153,win,53,62,38,855,42,24
5,duskblade,4154,loss,0,72,8,218,22,7
